,dt,PM2.5
0,2015-01-01,36.09056603773585
1,2015-01-02,76.64930555555556
2,2015-01-03,42.719858156028366
3,2015-01-04,56.95967741935484
4,2015-01-05,121.18531468531468
5,2015-01-06,88.97849462365592
6,2015-01-07,17.99644128113879
7,2015-01-08,66.47014925373135
8,2015-01-09,10.322097378277153
9,2015-01-10,14.035573122529645
10,2015-01-11,65.06726457399103
11,2015-01-12,450.07174887892376
12,2015-01-13,156.02120141342755
13,2015-01-14,213.51228070175438
14,2015-01-15,328.12142857142857
15,2015-01-16,102.49116607773851
16,2015-01-17,60.36013986013986
17,2015-01-18,73.5024647887324
18,2015-01-19,42.54092526690391
19,2015-01-20,84.70526315789473
20,2015-01-21,20.060498220640568
21,2015-01-22,99.13286713286713
22,2015-01-23,204.0530035335689
23,2015-01-24,95.39930555555556
24,2015-01-25,135.51408450704224
25,2015-01-26,96.34982332155477
26,2015-01-27,17.20902255639098
27,2015-01-28,37.230291970802924
28,2015-01-29,65.56985294117646
29,2015-01-30,12.430711610486892
30,2015-01-31,29.901060070671377
31,2015-02-01,50.29824561403509
32,2015-02-02,142.53962264150942
33,2015-02-03,54.06985294117647
34,2015-02-04,35.91634980988593
35,2015-02-05,45.832752613240416
36,2015-02-06,30.196363636363635
37,2015-02-07,8.812056737588652
38,2015-02-08,70.14015151515152
39,2015-02-09,9.19494584837545
40,2015-02-10,27.96140350877193
41,2015-02-11,73.1067615658363
42,2015-02-12,15.269058295964125
43,2015-02-13,125.44117647058823
44,2015-02-14,237.97526501766785
45,2015-02-15,284.7544483985765
46,2015-02-16,121.05357142857143
47,2015-02-17,22.307692307692307
48,2015-02-18,49.038022813688215
49,2015-02-19,216.43205574912892
50,2015-02-20,138.42960288808663
51,2015-02-21,154.7732342007435
52,2015-02-22,41.56088560885609
53,2015-02-23,53.66428571428571
54,2015-02-24,153.6415770609319
55,2015-02-25,73.6063829787234
56,2015-02-26,12.806338028169014
57,2015-02-27,23.49645390070922
58,2015-02-28,123.65454545454546
59,2015-03-01,147.78700361010831
60,2015-03-02,113.43109540636043
61,2015-03-03,8.121428571428572
62,2015-03-04,28.842911877394634
63,2015-03-05,37.053003533568905
64,2015-03-06,32.597122302158276
65,2015-03-07,24.42105263157895
66,2015-03-08,62.767716535433074
67,2015-03-09,14.083916083916083
68,2015-03-10,25.647940074906366
69,2015-03-11,146.11363636363637
70,2015-03-12,9.885608856088561
71,2015-03-13,65.19285714285714
72,2015-03-14,97.45070422535211
73,2015-03-15,101.31802120141343
74,2015-03-16,209.49454545454546
75,2015-03-17,183.1219512195122
76,2015-03-18,48.14028776978417
77,2015-03-19,82.70034843205575
78,2015-03-20,43.71071428571429
79,2015-03-21,19.10763888888889
80,2015-03-22,20.325088339222614
81,2015-03-23,34.87591240875913
82,2015-03-24,76.61971830985915
83,2015-03-25,122.56474820143885
84,2015-03-26,107.1622641509434
85,2015-03-27,106.77510040160642
86,2015-03-28,60.79746835443038
87,2015-03-29,76.544
88,2015-03-30,147.44747081712063
89,2015-03-31,143.97386934673366
90,2015-04-01,170.63868613138686
91,2015-04-02,10.74909090909091
92,2015-04-03,24.441176470588236
93,2015-04-04,63.121212121212125
94,2015-04-05,23.27972027972028
95,2015-04-06,51.96456692913386
96,2015-04-07,33.16433566433567
97,2015-04-08,17.98233215547703
98,2015-04-09,45.550877192982455
99,2015-04-10,105.25670498084291
100,2015-04-11,204.67636363636365
101,2015-04-12,26.100358422939067
102,2015-04-13,26.975708502024293
103,2015-04-14,54.811553784860564
104,2015-04-15,99.00442477876106
105,2015-04-16,27.261061946902654
106,2015-04-17,70.9839357429719
107,2015-04-18,126.31395348837209
108,2015-04-19,60.24609375
109,2015-04-20,64.75697211155378
110,2015-04-21,61.11244979919679
111,2015-04-22,45.239700374531836
112,2015-04-23,53.00381679389313
113,2015-04-24,52.737827715355806
114,2015-04-25,72.49425287356321
115,2015-04-26,100.37062937062937
116,2015-04-27,80.15867158671587
117,2015-04-28,43.95017793594306
118,2015-04-29,114.76760563380282
119,2015-04-30,116.2062937062937
120,2015-05-01,98.89454545454545
121,2015-05-02,27.571428571428573
122,2015-05-03,112.48076923076923
123,2015-05-04,50.895348837209305
124,2015-05-05,43.98941605839416
125,2015-05-06,49.26893939393939
126,2015-05-07,62.505226480836235
127,2015-05-08,68.50847457627118
128,2015-05-09,17.229390681003583
129,2015-05-10,213.91439688715954
130,2015-05-11,116.88111888111888
131,2015-05-12,48.510714285714286
132,2015-05-13,58.72992700729927
133,2015-05-14,21.330909090909092
134,2015-05-15,23.36013986013986
135,2015-05-16,47.78321678321678
136,2015-05-17,130.0944055944056
137,2015-05-18,54.18819188191882
138,2015-05-19,11.761029411764707
139,2015-05-20,18.490774907749078
140,2015-05-21,34.60649819494585
141,2015-05-22,53.53409090909091
142,2015-05-23,94.55311355311355
143,2015-05-24,113.63763066202091
144,2015-05-25,99.34926470588235
145,2015-05-26,86.22826086956522
146,2015-05-27,92.37551020408164
147,2015-05-28,111.33458646616542
148,2015-05-29,63.13879003558719
149,2015-05-30,54.00348432055749
150,2015-05-31,55.30419580419581
151,2015-06-01,33.25631768953068
152,2015-06-02,68.50729927007299
153,2015-06-03,197.59191176470588
154,2015-06-04,21.20253164556962
155,2015-06-05,19.117021276595743
156,2015-06-06,24.57243816254417
157,2015-06-07,68.63380281690141
158,2015-06-08,54.067460317460316
159,2015-06-09,16.714788732394368
160,2015-06-10,285.06130268199234
161,2015-06-11,20.97902097902098
162,2015-06-12,124.37630662020906
163,2015-06-13,11.23076923076923
164,2015-06-14,19.242105263157896
165,2015-06-15,87.38372093023256
166,2015-06-16,105.37848605577689
167,2015-06-17,41.61216730038023
168,2015-06-18,16.869565217391305
169,2015-06-19,16.00313725490196
170,2015-06-20,21.376
171,2015-06-21,42.17490494296578
172,2015-06-22,90.31751824817518
173,2015-06-23,181.12280701754386
174,2015-06-24,121.75087719298246
175,2015-06-25,124.48251748251748
176,2015-06-26,105.68363636363637
177,2015-06-27,89.5859649122807
178,2015-06-28,149.0600706713781
179,2015-06-29,116.09125475285171
180,2015-06-30,14.265693430656935
181,2015-07-01,62.381294964028775
182,2015-07-02,13.641843971631205
183,2015-07-03,230.14084507042253
184,2015-07-04,23.4921875
185,2015-07-05,44.35018050541516
186,2015-07-06,14.21875
187,2015-07-07,67.70526315789473
188,2015-07-08,93.21072796934865
189,2015-07-09,23.84
190,2015-07-10,268.2769230769231
191,2015-07-11,21.233215547703182
192,2015-07-12,178.42142857142858
193,2015-07-13,48.59288537549407
194,2015-07-14,35.0395256916996
195,2015-07-15,35.73118279569893
196,2015-07-16,37.936619718309856
197,2015-07-17,36.7043795620438
198,2015-07-18,46.4808362369338
199,2015-07-19,68.65156794425087
200,2015-07-20,84.86832740213524
201,2015-07-21,136.36200716845877
202,2015-07-22,61.27857142857143
203,2015-07-23,41.80514705882353
204,2015-07-24,52.78928571428571
205,2015-07-25,85.99290780141844
206,2015-07-26,101.46853146853147
207,2015-07-27,78.36823104693141
208,2015-07-28,47.92086330935252
209,2015-07-29,83.64363636363636
210,2015-07-30,42.16245487364621
211,2015-07-31,24.45724907063197
212,2015-08-01,135.35335689045937
213,2015-08-02,23.60836501901141
214,2015-08-03,121.78853046594982
215,2015-08-04,98.4108527131783
216,2015-08-05,43.332129963898915
217,2015-08-06,20.93798449612403
218,2015-08-07,122.113074204947
219,2015-08-08,36.513409961685824
220,2015-08-09,49.43462897526502
221,2015-08-10,10.08108108108108
222,2015-08-11,57.91637630662021
223,2015-08-12,242.75
224,2015-08-13,119.51736111111111
225,2015-08-14,58.14134275618375
226,2015-08-15,22.809859154929576
227,2015-08-16,34.53169014084507
228,2015-08-17,78.81754385964912
229,2015-08-18,49.82867132867133
230,2015-08-19,50.03169014084507
231,2015-08-20,33.64912280701754
232,2015-08-21,13.124087591240876
233,2015-08-22,14.787545787545788
234,2015-08-23,24.053763440860216
235,2015-08-24,12.472027972027972
236,2015-08-25,14.189473684210526
237,2015-08-26,11.352313167259787
238,2015-08-27,10.851985559566787
239,2015-08-28,15.3690036900369
240,2015-08-29,27.161971830985916
241,2015-08-30,27.53846153846154
242,2015-08-31,25.632958801498127
243,2015-09-01,73.57543859649122
244,2015-09-02,109.67471264367815
245,2015-09-03,7.703571428571428
246,2015-09-04,162.816091954023
247,2015-09-05,37.82116788321168
248,2015-09-06,50.93571428571428
249,2015-09-07,71.87588652482269
